Unnamed: 0,comments,CleanedText,sentiment
2248,It's very light weight.  Seems like it will easily get teared off.,It's very light weight.  Seems like it will easily get teared off.,NEGATIVE
2249,Value for money,Value for money,POSITIVE
2250,"Very good product,very spacious and strong, but not good for carrying books due to its huge size but very good product.","Very good product,very spacious and strong, but not good for carrying books due to its huge size but very good product.",POSITIVE
2251,"Very good product, absolutely worth buying, genuine productIn one line , i am fully satisfied with the product","Very good product, absolutely worth buying, genuine productIn one line , i am fully satisfied with the product",POSITIVE
2252,Costly in comparison of quality,Costly in comparison of quality,NEGATIVE
2253,Good product U can buy this bag.Price is good,Good product U can buy this bag. Price is good,POSITIVE
2254,Product quality is too good. They delivered the same product as what it is look like in photograph.,Product quality is too good. They delivered the same product as what it is look like in photograph.,POSITIVE
2255,Best bag at this price range.Light weight and have a lot of space,Best bag at this price range. Light weight and have a lot of space,POSITIVE
2256,"No words for bag, American tourister as always never fails to meet the requirements","No words for bag, American tourister as always never fails to meet the requirements",POSITIVE
2257,Worth to buy,Worth to buy,POSITIVE
2258,Very nice bag .,Very nice bag .,POSITIVE
2259,Quality is not up to the mark..I chose AT for it quality but disappointed.No safety belt inside for tying laptop.,Quality is not up to the mark. I chose AT for it quality but disappointed. No safety belt inside for tying laptop.,NEGATIVE
2260,Water bottle pocket not good enough.,Water bottle pocket not good enough.,NEGATIVE
2261,Very light stuff . I returned the item .,Very light stuff . I returned the item .,POSITIVE
2262,Good,Good,POSITIVE
2265,To carry books in school tutions and other places I like this bag very much😀😀😀😀😀 this bag is too cool 😎,To carry books in school tutions and other places I like this bag very much😀😀😀😀😀 this bag is too cool 😎,POSITIVE
2266,Good,Good,POSITIVE
2267,Ok,Ok,POSITIVE
2268,Overall good,Overall good,POSITIVE
2269,Material quality not upto the mark.Better to buy in showroom,Material quality not upto the mark. Better to buy in showroom,NEGATIVE
2270,Excellent,Excellent,POSITIVE
2271,Ok,Ok,POSITIVE
2272,Good,Good,POSITIVE
2273,Good,Good,POSITIVE
2274,Normal,Normal,POSITIVE
2275,Good,Good,POSITIVE
2276,Good,Good,POSITIVE
2277,Nice,Nice,POSITIVE
2278,"Water resistant, light weight, durable.","Water resistant, light weight, durable.",POSITIVE
2279,Good,Good,POSITIVE
2280,It's good. But not water proof,It's good. But not water proof,POSITIVE
2281,Nice,Nice,POSITIVE
2282,Good,Good,POSITIVE
2283,Super,Super,POSITIVE
2284,"Ordered an year ago, condition even after a usage of an year is good","Ordered an year ago, condition even after a usage of an year is good",NEGATIVE
2285,Good,Good,POSITIVE
2286,Good,Good,POSITIVE
2287,Good,Good,POSITIVE
2288,Good,Good,POSITIVE
2289,the bag colour is not so dark and it doesn't have rain cover,the bag colour is not so dark and it doesn't have rain cover,POSITIVE
2290,In this amount product was very nice and suitable for traveling,In this amount product was very nice and suitable for traveling,POSITIVE
2291,Good,Good,POSITIVE
2292,Good,Good,POSITIVE
2293,"It is super....it is water resistance ,it has light weight ,and it us best for traveling. All over i love it most....highly mentioned that it is perfect for school students...","It is super. it is water resistance ,it has light weight ,and it us best for traveling. All over i love it most. highly mentioned that it is perfect for school students.",POSITIVE
2294,Good product,Good product,POSITIVE
2295,Good,Good,POSITIVE
2296,Hmm,Hmm,NEGATIVE
2297,Nice,Nice,POSITIVE
2298,Very small compared another 33lts bag,Very small compared another 33lts bag,NEGATIVE
2299,Best bag,Best bag,POSITIVE
2300,Good,Good,POSITIVE
2301,Good,Good,POSITIVE
2302,Light weight good for travelers,Light weight good for travelers,POSITIVE
2303,Good,Good,POSITIVE
2304,Good,Good,POSITIVE
2305,Good,Good,POSITIVE
2306,Good,Good,POSITIVE
2307,Like,Like,POSITIVE
2308,Product is good,Product is good,POSITIVE
2309,Descent,Descent,POSITIVE
2310,It's look is very unique the best part of this is that it's very light and easy to wash.,It's look is very unique the best part of this is that it's very light and easy to wash.,POSITIVE
2311,Nice,Nice,POSITIVE
2312,Good,Good,POSITIVE
2313,Nice bag what not use leptop,Nice bag what not use leptop,NEGATIVE
2314,Mujhe ye replace karwana h abhi warranty me h ye bag,Mujhe ye replace karwana h abhi warranty me h ye bag,POSITIVE
2315,"Quite light, spacious, stylish and looks good.Amazing stuff...go for it.""mehenga hase baar baar, sasta roye baar baar""","Quite light, spacious, stylish and looks good. Amazing stuff. go for it.""mehenga hase baar baar, sasta roye baar baar""",POSITIVE
2316,I m very satisfied with this item. Very light weight and very comfortable. So I love this bag.,I m very satisfied with this item. Very light weight and very comfortable. So I love this bag.,POSITIVE
2317,Its okok,Its okok,POSITIVE
2318,Quality of this bag was amazing and price was good so worth it.,Quality of this bag was amazing and price was good so worth it.,POSITIVE
2319,Light and nice must buy,Light and nice must buy,POSITIVE
2320,This is very good and good looking begFebric is not much good but okk,This is very good and good looking begFebric is not much good but okk,NEGATIVE
2321,Nice product and very light weight it is for from class 8 to 10,Nice product and very light weight it is for from class 8 to 10,POSITIVE
2322,Poor quality,Poor quality,NEGATIVE
2323,Goood,Goood,NEGATIVE
2324,Nice,Nice,POSITIVE
2325,NYC very good,NYC very good,POSITIVE
2326,A great bag in this price range. I bought it for Rs 899/-. Absolutely love it.,A great bag in this price range. I bought it for Rs 899/-. Absolutely love it.,POSITIVE
2327,This product is good but after 3 months from my order it started damaging...abd teared from inside....rest its amazing...,This product is good but after 3 months from my order it started damaging. abd teared from inside. rest its amazing.,NEGATIVE
2328,Good,Good,POSITIVE
2329,Good,Good,POSITIVE
2330,Nice and comfortable,Nice and comfortable,POSITIVE
2331,"The product is good in Rs. 700 (Approx.) but I surprised when I saw the label od ""Made In China"" quality also like a china product, cheap quality;American Tourister redirect us to buy online to Amazon.in;but here are only china made ...Disappoint little bit with American Tourister.","The product is good in Rs. 700 (Approx.) but I surprised when I saw the label od ""Made In China"" quality also like a china product, cheap quality;American Tourister redirect us to buy online to Amazon. in;but here are only china made . Disappoint little bit with American Tourister.",POSITIVE
2332,Good,Good,POSITIVE
2333,"Very nice quality, durability and beautiful bag in budget amount. Thanks to Amazon","Very nice quality, durability and beautiful bag in budget amount. Thanks to Amazon",POSITIVE
2334,No as much good as given in photo,No as much good as given in photo,NEGATIVE
2335,"This backpack is amazing..First I ordered the same bag with grey colour from Flipkart but the  price was 1234.56 rupees but when I searched this product from Amazon price was 920 only.... And also delivery time was osm. U can go through with this bag for travelling ,school ,college nd etc. U all can judge from pics😄","This backpack is amazing. First I ordered the same bag with grey colour from Flipkart but the  price was 1234.56 rupees but when I searched this product from Amazon price was 920 only. And also delivery time was osm. U can go through with this bag for travelling ,school ,college nd etc. U all can judge from pics😄",NEGATIVE
2336,It's look like less than 32 lit I'm not sure.... My 25lit gear bag pack looks and feel bigger than this.Material quality is ok....... Image and actual product material quality is way more different.,It's look like less than 32 lit I'm not sure. My 25lit gear bag pack looks and feel bigger than this. Material quality is ok. Image and actual product material quality is way more different.,POSITIVE
2337,Best quality,Best quality,POSITIVE
2338,Amazing very very good product 👌👍 go for it,Amazing very very good product 👌👍 go for it,POSITIVE
2339,Good one...but DNT HV laptop compartment.. otherwise it's good,Good one. but DNT HV laptop compartment. otherwise it's good,POSITIVE
2340,It's good.,It's good.,POSITIVE
2341,Good quality,Good quality,POSITIVE
2342,This isn't look like original American touristed bag... material are so cheap,This isn't look like original American touristed bag. material are so cheap,NEGATIVE
